,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,data_frame,cv_train_size,cv_test_size,lag_time,scoring_method,features_to_use
2,0.0011820316314697266,0.0001692009740826498,0.0006697416305541992,5.662684184434744e-05,4,{'model__n_neighbors': 4},-9.759152221679688,-2.9675426483154297,-3.7222522735595702,-3.314736557006836,-5.41283950805664,-4.600615692138672,-2.966201400756836,-2.4935958862304686,-3.1897018432617186,-10.979846954345703,-4.940648498535156,2.846085566093492,2,finbert_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011568546295166015,0.00022990111051924962,0.0006371736526489258,7.164605245877845e-05,5,{'model__n_neighbors': 5},-10.26932739257813,-3.1345178222656216,-3.668784484863278,-2.685765991210934,-5.55207916259765,-4.644276733398437,-2.9382122802734387,-2.340101318359376,-3.1193847656249973,-10.417929229736334,-4.877037918090819,2.878723377212558,1,finbert_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013080835342407227,4.8763594090674205e-05,0.0006877422332763672,3.4737873338030864e-05,2,{'model__n_neighbors': 2},-2.941969299316406,-3.2252288818359376,-3.805194091796875,-3.841477966308594,-3.7310806274414063,-4.328982543945313,-3.2172622680664062,-1.6968658447265625,-2.697351837158203,-9.919799041748046,-3.940521240234375,2.111538916660264,3,finbert_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012418746948242188,9.21121656554407e-05,0.0006620645523071289,3.4889437151673636e-05,3,{'model__n_neighbors': 3},-2.746435546875,-2.6327880859375,-4.10821278889974,-3.3661351521809877,-3.4212015787760377,-4.29248046875,-3.9092142740885407,-2.620655822753906,-3.6060892740885406,-9.990857187906906,-4.069407018025716,2.0538484344710146,4,finbert_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011473894119262695,0.00010238295922963501,0.0006644487380981446,4.005197251336089e-05,4,{'model__n_neighbors': 4},-2.8569225311279296,-1.8859249114990235,-3.880640411376953,-3.072491455078125,-3.4017276763916016,-4.412850570678711,-3.7151863098144533,-2.739236831665039,-2.5931434631347656,-9.980031204223632,-3.853815536499023,2.1535040262031897,2,finbert_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011053800582885743,0.00014473539715961393,0.0006185531616210938,4.689872231152025e-05,5,{'model__n_neighbors': 5},-3.452026672363277,-2.4292822265625005,-3.3053805541992176,-2.8096047973632836,-2.6115145874023455,-3.9484451293945284,-4.258233642578128,-2.789588623046876,-2.52648956298828,-10.002489166259767,-3.8133054962158206,2.1443380514147323,1,finbert_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012751579284667968,6.938391932196859e-05,0.0006817340850830078,2.9084174215618336e-05,2,{'model__n_neighbors': 2},-4.429743957519531,-6.178456115722656,-2.8343162536621094,-4.7050323486328125,-3.7821365356445313,-5.080972290039062,-2.9208969116210937,-2.1064414978027344,-4.293100738525391,-12.224485778808594,-4.855558242797851,2.7048199253246086,4,finbert_tone_whole_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001237201690673828,0.00010556779464657039,0.0007084131240844727,0.00011225865058397491,3,{'model__n_neighbors': 3},-4.495645650227862,-6.659800720214844,-3.134308369954428,-4.352113850911453,-3.6633514404296874,-5.2180658976237,-1.9691630045572879,-1.8088857014973996,-4.178099568684897,-11.46011734008789,-4.693955154418945,2.6379014541820043,3,finbert_tone_whole_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011806964874267578,0.00011673592063316522,0.0006936311721801758,5.481429799980325e-05,4,{'model__n_neighbors': 4},-4.914846420288086,-5.71729736328125,-3.0322494506835938,-4.65995979309082,-3.627012252807617,-5.33923225402832,-2.1725395202636717,-1.6428993225097657,-4.313151931762695,-10.725007247924804,-4.614419555664062,2.398645727752171,2,finbert_tone_whole_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011497259140014649,0.00013303654381484917,0.0006657600402832031,8.209573949402666e-05,5,{'model__n_neighbors': 5},-5.305222778320314,-4.427576904296876,-3.1658221435546863,-4.2080972290039025,-3.935911560058591,-5.078291625976561,-1.8823727416992226,-2.149941101074225,-4.271781311035153,-10.053126068115237,-4.447814346313477,2.154258395511037,1,finbert_tone_whole_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012483596801757812,8.601407487020453e-05,0.0006773710250854492,4.5425021620675105e-05,2,{'model__n_neighbors': 2},-8.992526245117187,-5.894286346435547,-3.3784820556640627,-3.8509620666503905,-5.316105651855469,-4.68338623046875,-3.182661437988281,-2.272108459472656,-4.595908355712891,-13.247614288330078,-5.541404113769532,3.1127021803166617,3,finbert_tone_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011906623840332031,7.946588167709045e-05,0.0006559848785400391,2.3472596690332796e-05,3,{'model__n_neighbors': 3},-10.7274403889974,-6.382438659667966,-3.806873067220053,-4.459146626790362,-6.289338175455731,-4.841103617350259,-2.322478230794269,-1.7841532389322936,-4.500095621744791,-11.979053497314457,-5.709212112426758,3.1552573970168414,4,finbert_tone_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011679410934448242,0.00013294400622003818,0.0006708145141601562,6.21534143347407e-05,4,{'model__n_neighbors': 4},-10.546324157714844,-5.006626892089844,-3.72998161315918,-3.6368465423583984,-6.023640060424805,-4.992959594726562,-2.7574337005615233,-1.9682708740234376,-4.288532638549805,-10.751823043823242,-5.370243911743164,2.8586729764606678,1,finbert_tone_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010882139205932618,0.0001096192546611378,0.0006130695343017578,5.115056000063199e-05,5,{'model__n_neighbors': 5},-12.058932189941412,-4.127779235839844,-4.120149536132814,-3.596634521484373,-5.737294311523433,-4.975227966308594,-2.7246133422851586,-2.5514819335937515,-4.18066650390625,-10.504465789794926,-5.457724533081056,3.064719228163709,2,finbert_tone_whole_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012420177459716796,8.005449758588445e-05,0.0006759405136108398,2.6611711058163623e-05,2,{'model__n_neighbors': 2},-2.6271629333496094,-3.150048828125,-5.077970886230469,-1.7357009887695312,-2.519456481933594,-5.4728340148925785,-3.1147438049316407,-2.8426475524902344,-2.9636856079101563,-10.848856353759766,-4.035310745239258,2.5169202331288143,4,finbert_tone_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011920928955078125,7.810419439367731e-05,0.0006697416305541992,2.9245020022004002e-05,3,{'model__n_neighbors': 3},-2.780902099609375,-2.0076685587565093,-3.404958089192712,-1.9243275960286468,-2.809900919596353,-5.1002960205078125,-3.508598327636716,-2.2356231689453097,-2.7204849243164064,-10.866375986735031,-3.7359135691324874,2.533503996772972,3,finbert_tone_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011346101760864257,0.00012965142047190558,0.0006731033325195312,7.577644613294478e-05,4,{'model__n_neighbors': 4},-2.1974620819091797,-2.5444225311279296,-3.5007137298583983,-1.9086105346679687,-2.8502517700195313,-4.712158203125,-3.152662658691406,-2.440686798095703,-3.13891716003418,-10.546937561035156,-3.699282302856445,2.4014395197703946,2,finbert_tone_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011079072952270507,0.00014191055364824872,0.0006169557571411132,3.795576604473301e-05,5,{'model__n_neighbors': 5},-3.039537963867187,-2.0811984252929676,-2.973225097656248,-2.115757446289064,-2.6287890625000045,-4.245127258300781,-3.0705841064453123,-2.776911621093754,-3.2598233032226602,-10.64916458129883,-3.684011886596681,2.393110020338955,1,finbert_tone_whole_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013032674789428711,0.00016417365727275688,0.0006928443908691406,3.522806962143871e-05,2,{'model__n_neighbors': 2},-4.66781005859375,-3.162720489501953,-3.580657958984375,-4.083640289306641,-5.1423187255859375,-5.267173767089844,-3.5768051147460938,-3.2589759826660156,-2.915715789794922,-10.597966766357422,-4.625378494262696,2.1393115181760556,4,bert_topic_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012505769729614258,8.269125235531159e-05,0.0006985902786254883,2.882705424135199e-05,3,{'model__n_neighbors': 3},-4.7493448893229075,-3.7604960123697935,-3.568703206380209,-4.12537892659505,-5.2584162394205745,-5.078728230794269,-2.6930679321289093,-3.1859069824218778,-3.0965499877929688,-9.946088409423826,-4.546268081665038,1.9780496138443147,3,bert_topic_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011152029037475586,9.200351783602648e-05,0.0006833791732788086,7.205560516072126e-05,4,{'model__n_neighbors': 4},-5.078762817382812,-3.380320358276367,-3.1174247741699217,-4.461405944824219,-5.582482147216797,-5.256925964355469,-3.143769454956055,-2.862718200683594,-2.7204437255859375,-9.555762100219727,-4.516001548767091,1.9619225418829858,2,bert_topic_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0010898590087890625,0.0001196152355541477,0.0006197690963745117,6.276834933426747e-05,5,{'model__n_neighbors': 5},-5.325190734863279,-3.6519210815429717,-3.2675314331054692,-3.9579312133789046,-5.8629241943359345,-4.909129028320308,-3.5065570068359335,-2.1532019042968726,-2.8927197265625013,-9.424057159423828,-4.495116348266601,1.9637154689196294,1,bert_topic_article_sentiment_df,60,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011740684509277343,0.00010829318304327906,0.0006899595260620117,8.406947766402114e-05,2,{'model__n_neighbors': 2},-7.429563903808594,-3.75218505859375,-3.9185577392578126,-3.5904579162597656,-4.7705322265625,-6.062085723876953,-3.2269325256347656,-2.937979888916016,-3.1585456848144533,-11.84009017944336,-5.068693084716797,2.63292852447366,3,bert_topic_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.001144242286682129,8.007252040559195e-05,0.0006658077239990234,7.96998897897086e-05,3,{'model__n_neighbors': 3},-9.997363789876294,-3.7756993611653655,-3.6489008585611997,-3.1089370727539034,-4.829478963216144,-5.691435241699219,-2.6494135538737,-2.642079671223962,-3.0980794270833316,-10.862790679931646,-5.030417861938477,2.8538870647165475,2,bert_topic_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001144742965698242,0.00013618460890289227,0.0006443500518798828,2.8266068560674082e-05,4,{'model__n_neighbors': 4},-10.196054077148437,-3.153013229370117,-3.56925048828125,-3.3609432220458983,-5.628467559814453,-5.3931022644042965,-3.290406036376953,-2.605523681640625,-2.681122970581055,-10.29210090637207,-5.016998443603516,2.788014559211879,1,bert_topic_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011588335037231445,0.00017563875350464812,0.0006323099136352539,5.897132582628017e-05,5,{'model__n_neighbors': 5},-11.23908111572266,-3.6295138549804706,-3.7274792480468735,-3.118291015624996,-5.599161987304688,-5.228784790039057,-3.4748281860351513,-2.2891281127929686,-2.968993835449217,-10.090532989501957,-5.136579513549805,2.930917753006197,4,bert_topic_article_sentiment_df,60,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0011765718460083007,9.774600280361149e-05,0.0006455183029174805,3.578936066387711e-05,2,{'model__n_neighbors': 2},-2.852849578857422,-3.9640159606933594,-2.965021514892578,-2.583879852294922,-3.4906967163085936,-5.58136215209961,-3.8314666748046875,-2.154469299316406,-2.508868408203125,-9.90244140625,-3.9835071563720703,2.182839358640089,4,bert_topic_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012373924255371094,8.940531411232249e-05,0.0006882190704345703,4.465016682377074e-05,3,{'model__n_neighbors': 3},-2.9559580485026062,-2.115288798014319,-3.430667622884113,-2.3837488810221346,-3.0776087443033844,-5.276213582356772,-3.476751200358072,-2.509570821126303,-2.7974945068359403,-10.001759084065759,-3.80250612894694,2.227787139736854,1,bert_topic_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001149439811706543,0.00013614959499947042,0.000657963752746582,4.980780960628998e-05,4,{'model__n_neighbors': 4},-3.540608215332031,-2.4337230682373048,-3.137582778930664,-2.960100555419922,-2.5449878692626955,-5.466478729248047,-3.502027893066406,-2.6591365814208983,-2.7140426635742188,-10.18849868774414,-3.9147187042236324,2.2512530495826044,2,bert_topic_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011438608169555664,0.00012405672899082766,0.0006454706192016602,4.8974339096086214e-05,5,{'model__n_neighbors': 5},-3.320884704589841,-1.928472595214842,-3.300622558593747,-2.568633117675776,-2.9546905517578095,-5.258373718261717,-3.930438537597655,-2.6885241699218767,-2.765700683593752,-10.4915104675293,-3.920785110473632,2.3514208513837334,3,bert_topic_article_sentiment_df,60,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012826919555664062,0.0001172779996987465,0.0006807804107666016,5.463003684331529e-05,2,{'model__n_neighbors': 2},-2.487352752685547,-4.585916137695312,-4.486260223388672,-2.014082336425781,-2.5898674011230467,-3.835161590576172,-3.0199203491210938,-2.389281463623047,-3.3772132873535154,-4.613634490966797,-3.339869003295898,0.9374974458394828,1,finbert_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0011341571807861328,4.711008745428172e-05,0.0006385087966918945,1.7221167230716535e-05,3,{'model__n_neighbors': 3},-3.132605997721356,-4.179947408040365,-4.429249572753906,-2.6394373575846375,-2.3922459920247405,-3.6525741577148407,-3.057810974121091,-3.0527180989583345,-2.923613993326822,-5.5206962585449215,-3.4980899810791017,0.9089976582067472,4,finbert_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011779069900512695,0.00013501634872274373,0.000667738914489746,5.531414314654111e-05,4,{'model__n_neighbors': 4},-3.0605453491210937,-3.6195934295654295,-3.7874908447265625,-2.660906982421875,-2.6870670318603516,-3.884900665283203,-3.29717903137207,-3.023354339599609,-2.8447544097900392,-5.610941696166992,-3.4476733779907223,0.8324378592206584,3,finbert_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011603116989135742,0.00017369915344096803,0.0006311178207397461,4.640282807837614e-05,5,{'model__n_neighbors': 5},-2.8544409179687507,-3.1869085693359382,-3.3470523071289078,-2.7875964355468765,-2.499308166503906,-4.265763854980472,-3.2052963256835936,-3.184218139648439,-2.935591430664067,-5.8953749084472635,-3.416155105590822,0.9384087486764562,2,finbert_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013403892517089844,6.022275860151321e-05,0.0006967782974243164,2.7533423569658442e-05,2,{'model__n_neighbors': 2},-2.487352752685547,-4.585916137695312,-5.127800750732422,-2.3976905822753904,-2.4367355346679687,-4.122210693359375,-3.337147521972656,-2.2529335021972656,-2.8597457885742186,-4.613634490966797,-3.4221167755126958,1.03722283815746,2,finbert_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012649059295654296,0.00015957849747968525,0.0006746053695678711,2.451176066393256e-05,3,{'model__n_neighbors': 3},-3.132605997721356,-4.179947408040365,-4.525253804524738,-3.037300109863284,-2.6021860758463533,-3.912163798014319,-3.204936726888019,-3.119667053222659,-2.6862319946289035,-5.5206962585449215,-3.592098922729492,0.8792506654624451,4,finbert_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011694908142089843,9.826709163362903e-05,0.0006877899169921875,7.244903160464877e-05,4,{'model__n_neighbors': 4},-3.0605453491210937,-3.6195934295654295,-3.8474266052246096,-2.727354049682617,-2.3643856048583984,-4.133330535888672,-3.6885353088378907,-2.8930385589599608,-2.7565216064453124,-5.610941696166992,-3.4701672744750973,0.8955289172349781,3,finbert_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001170516014099121,0.0001324543101249897,0.0006248235702514648,4.1863756656361796e-05,5,{'model__n_neighbors': 5},-2.742716369628906,-3.1869085693359382,-3.192967834472654,-2.7415032958984398,-2.3384045410156262,-4.352555847167972,-3.2618386840820306,-2.934882202148438,-2.9802630615234422,-5.8953749084472635,-3.362741531372071,0.980452636665398,1,finbert_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0013048410415649413,6.303459442463462e-05,0.0006710767745971679,3.2370544507535296e-05,2,{'model__n_neighbors': 2},-2.487352752685547,-5.06488265991211,-5.0996856689453125,-2.711231231689453,-2.2091636657714844,-4.115853881835937,-3.673750305175781,-2.8620941162109377,-3.767633056640625,-3.892901611328125,-3.588454895019532,0.9636320133431876,4,finbert_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012255430221557618,8.548242392655115e-05,0.0006727218627929687,2.786177917986382e-05,3,{'model__n_neighbors': 3},-3.270733642578125,-4.522198994954428,-4.614408365885415,-2.8439300537109373,-2.461492411295572,-3.525666300455728,-3.0338541666666687,-2.3182144165039036,-3.2817464192708314,-4.615715281168619,-3.448796005249023,0.8203103208986932,3,finbert_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.001167607307434082,8.524763235057008e-05,0.0006968259811401367,4.9693781817968086e-05,4,{'model__n_neighbors': 4},-3.0605453491210937,-3.1722782135009764,-3.7356876373291015,-2.7566513061523437,-2.603636932373047,-3.883205795288086,-2.771773910522461,-2.499327850341797,-3.2310646057128904,-4.89251708984375,-3.260668869018555,0.6949277308356596,2,finbert_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.00119473934173584,0.00014461868267598622,0.0006757974624633789,0.00012328547265571697,5,{'model__n_neighbors': 5},-2.6739904785156257,-3.427136840820313,-3.247206115722656,-2.8984594726562505,-2.6256552124023416,-4.364889526367188,-2.8243420410156235,-2.3143069458007774,-2.826474609375006,-5.403317413330081,-3.260577865600586,0.8939393135748047,1,finbert_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001307201385498047,7.71934266200116e-05,0.000690007209777832,3.329615116847304e-05,2,{'model__n_neighbors': 2},-2.9079048156738283,-4.86206283569336,-3.8680564880371096,-2.892926788330078,-3.1601188659667967,-4.7542366027832035,-3.686848449707031,-2.583135223388672,-2.9272972106933595,-4.582435607910156,-3.6225022888183602,0.8138528468751647,4,finbert_tone_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012955665588378906,0.00011283623677754954,0.000700831413269043,3.62956169755759e-05,3,{'model__n_neighbors': 3},-2.816761271158853,-4.137735493977866,-3.8869613647460937,-2.8720118204752594,-2.9017232259114594,-4.784829203287757,-3.2711105346679688,-2.2807484944661467,-2.7529881795247375,-5.198515574137369,-3.490338516235351,0.9169167980929145,3,finbert_tone_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.00114288330078125,9.228327967013638e-05,0.0006662607192993164,4.221035810826392e-05,4,{'model__n_neighbors': 4},-2.621080780029297,-3.8638092041015626,-3.5352218627929686,-2.5046142578125,-2.600747299194336,-4.997814559936524,-3.398821258544922,-2.1993854522705076,-2.8234184265136717,-5.480264663696289,-3.4025177764892574,1.0457060594547238,2,finbert_tone_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0012087106704711914,0.00013214374427359405,0.000653839111328125,6.066553132143676e-05,5,{'model__n_neighbors': 5},-1.9124194335937488,-2.8529272460937536,-3.922625122070312,-2.6198699951171847,-2.9909368896484354,-4.94060150146484,-3.419581604003909,-2.1095132446289027,-2.6213946533203143,-6.112232513427736,-3.350210220336914,1.2465187833766134,1,finbert_tone_summary_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.001233220100402832,0.00011458002268995546,0.0006562709808349609,3.6478073768353085e-05,2,{'model__n_neighbors': 2},-3.242289733886719,-4.86206283569336,-4.208055877685547,-3.016619873046875,-2.97242431640625,-4.9907173156738285,-3.686848449707031,-2.4444625854492186,-2.837102508544922,-4.582435607910156,-3.6843019104003907,0.8705000289612908,4,finbert_tone_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012525558471679688,8.666370723834647e-05,0.0006969928741455078,4.960724676640125e-05,3,{'model__n_neighbors': 3},-2.4727549235026034,-4.137735493977866,-4.0590016682942744,-2.852686564127603,-2.5209894816080776,-4.67431640625,-3.2711105346679688,-2.5824813842773438,-2.2866678873697937,-5.198515574137369,-3.40562599182129,0.9845411829101568,2,finbert_tone_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011726856231689454,0.00011692549809824417,0.0006435871124267578,2.8867203285951132e-05,4,{'model__n_neighbors': 4},-2.258231353759766,-3.8638092041015626,-3.751387023925781,-2.486150360107422,-2.9659809112548827,-4.887895965576172,-3.3012722015380858,-2.4678722381591798,-2.4975345611572264,-5.870335388183594,-3.4350469207763674,1.125294755718568,3,finbert_tone_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011261463165283202,0.00012287179456230832,0.0006434917449951172,6.909459273436376e-05,5,{'model__n_neighbors': 5},-1.8958529663085955,-2.8529272460937536,-3.336079406738284,-2.6081881713867205,-2.9848138427734368,-4.830203552246092,-3.020685424804691,-2.246375122070307,-2.225323791503908,-6.112232513427736,-3.211268203735352,1.2355267239374605,1,finbert_tone_summary_sentiment_df,252,10,5,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012445688247680665,0.00010469108581354626,0.0006622314453125,3.615186757095994e-05,2,{'model__n_neighbors': 2},-3.242289733886719,-4.427365112304687,-3.867317962646484,-1.9692604064941406,-3.3564239501953126,-4.6287788391113285,-3.3852523803710937,-2.792685699462891,-2.5550262451171877,-4.582435607910156,-3.48068359375,0.8528560320729489,4,finbert_tone_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0012475967407226563,8.967764253797526e-05,0.000672149658203125,2.722710944985874e-05,3,{'model__n_neighbors': 3},-2.4727549235026034,-4.410904947916668,-3.547517395019534,-2.385443115234378,-2.766248067220056,-3.6441930135091156,-3.161095682779947,-2.8648818969726535,-2.026025390625,-5.198515574137369,-3.247758000691732,0.928880289977172,3,finbert_tone_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011686325073242188,8.643462375284874e-05,0.0007021188735961914,6.791042169595748e-05,4,{'model__n_neighbors': 4},-2.258231353759766,-4.143462371826172,-3.4449867248535155,-2.523558807373047,-2.8919925689697266,-3.839208984375,-2.96455078125,-2.835184860229492,-1.8521831512451172,-5.526184463500977,-3.2279544067382817,1.0102748964554837,2,finbert_tone_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.0011551618576049806,0.0001461771684936846,0.0006303071975708007,5.129458679638577e-05,5,{'model__n_neighbors': 5},-1.8958529663085955,-3.292769165039064,-3.2512734985351583,-2.5217816162109385,-3.127885742187499,-4.397875976562503,-2.9757183837890637,-3.000034484863278,-1.8037643432617216,-5.90550796508789,-3.2172464141845714,1.1388012773758311,1,finbert_tone_summary_sentiment_df,252,10,30,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
0,0.0012613534927368164,0.00011193721819948891,0.0006962060928344726,8.378006140450664e-05,2,{'model__n_neighbors': 2},-2.2666343688964843,-2.6839691162109376,-4.3003486633300785,-3.0037002563476562,-4.051779937744141,-4.985253143310547,-3.6133499145507812,-2.6769142150878906,-3.892193603515625,-3.8444869995117186,-3.5318630218505858,0.8085208474398818,4,finbert_whole_article_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
1,0.0013237476348876953,0.00011996263881129924,0.0007022619247436523,4.907627977619048e-05,3,{'model__n_neighbors': 3},-2.3699747721354187,-3.2223449707031278,-3.771882120768228,-2.7064737955729212,-3.7691131591796876,-4.163793945312494,-3.4954401652018277,-2.7619603474934906,-3.6474838256835938,-4.05935948689779,-3.396782658894858,0.5782315271606444,2,finbert_whole_article_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
2,0.0011971950531005859,0.00010288562555624111,0.0006650686264038086,3.353817296611191e-05,4,{'model__n_neighbors': 4},-2.1882350921630858,-2.741847610473633,-4.061373519897461,-2.589215087890625,-3.7695034027099608,-3.6880523681640627,-3.360573959350586,-2.569416046142578,-3.4768165588378905,-4.825878524780274,-3.3270912170410156,0.7676672690398868,1,finbert_whole_article_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
3,0.001280975341796875,0.00030250713923993776,0.0006600379943847656,8.499133790194723e-05,5,{'model__n_neighbors': 5},-2.0081448364257795,-3.297933044433594,-3.4567706298828114,-3.1176461791992183,-3.4216632080078115,-4.335945434570315,-3.056575317382817,-2.8480496215820326,-3.1591848754882816,-5.887839508056641,-3.45897526550293,0.9768436134251609,3,finbert_whole_article_sentiment_df,252,10,0,neg_mean_absolute_error,"open,prev_high,prev_low,prev_close,positive,negative,neutral"
